"","Student.Code","Time","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","blanks"
"5862","VXJVO4515T",41,"B","A","B","C","F","E","E","E","B","A","B","A","A","B","BE","B","AB","ADG","AB","ABD",0
"5863","TIWSH2434G",6,"A","B","B","D","D","E","E","E","B","A","D","B","B","G","C","ABC","AB","A","BE","AD",0
"5864","GTDOG0506U",6,"A","B","B","B","B","D","C","E","C","D","B","B","A","D","AD","AB","ABD","DE","BC","C",0
"5865","ZVBYN6031N",19,"B","A","B","C","A","B","D","C","B","E","B","C","A","D","CEF","B","C","F","B","ACE",0
"5866","CEWRP5578S",11,"C","B","C","E","B","B","D","C","A","E","F","E","C","B","AF","D","E","E","ACD","E",0
"5867","JBWLU1434W",3,"C","A","D","E","C","D","D","E","E","A","E","C","C","F","BD","AB","AD","BEF","ABC","CD",0
"5868","WPNQN3845X",20,"B","B","B","C","D","C","E","C","B","D","F","B","A","B","C","AD","A","CDF","AB","C",0
"5869","UBRYT9610B",27,"B","B","B","E","C","C","E","C","B","D","E","A","A","C","C","D","AD","BCDF","BDE","C",0
"5870","VGGNS0128C",14,"B","B","C","E","C","A","D","C","B","E","D","B","C","B","AF","D","D","ACDF","BE","E",0
"5871","QADVI2353P",25,"A","A","C","E","A","D","D","C","D","D","C","E","A","D","CEF","C","BC","BEF","ACD","C",0
"5872","TNVIH5878E",32,"B","B","B","C","D","C","E","C","C","D","E","B","C","B","C","D","A","DG","ADE","C",0
"5873","HEWIO6196J",18,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5874","ENMBA5927A",35,"B","B","B","D","A","E","E","C","C","D","B","A","A","F","C","D","E","ADG","ABC","C",0
"5875","TXZOK4977A",-2,"D","A","B","C","A","A","C","C","C","E","E","B","D","E","C","B","E","BDG","AB","BDF",0
"5876","VZKCH1361Q",17,"B","A","C","C","D","A","D","D","A","D","E","B","D","C","AF","B","ABCD","BCD","B","BD",0
"5877","VLPJM0930K",15,"B","B","B","C","A","A","E","C","C","D","C","A","A","B","C","AB","CD","ABDG","BD","DE",0
"5878","BPZXX9313D",20,"B","B","B","C","D","D","E","C","C","D","F","B","C","F","AF","D","ACD","DG","C","C",0
"5879","ZEPBN7282E",22,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","AD","DG","AB","C",0
"5880","DBYTR2248N",17,"B","A","B","C","C","B","E","D","B","D","B","B","C","F","BE","AB","AD","CD","AB","C",0
"5881","CBBOF1829I",32,"A","B","B","C","D","E","A","C","C","D","F","A","A","F","CD","D","A","BDF","ABE","BF",0
"5882","NPOBL9176B",36,"B","B","B","C","C","C","E","C","C","D","E","A","A","F","C","D","ACD","DG","B","C",0
"5883","LENFC0857W",23,"A","B","C","C","C","C","E","C","B","D","B","A","C","F","CEF","B","ACD","ABDF","A","BF",0
"5884","NOFXX7960W",30,"B","B","B","C","C","E","E","C","C","C","E","B","A","F","CDEF","AD","A","BDF","ABC","C",0
"5885","DCPDU0426M",43,"A","A","B","C","C","C","E","D","C","D","E","B","A","B","AF","D","A","DG","C","AC",0
"5886","TUPWK6946S",18,"A","A","E","A","D","D","D","B","B","B","B","B","A","B","B","BD","AC","ABG","BC","BE",0
"5887","ZXDQD0738W",18,"B","B","B","C","D","C","E","C","C","D","F","A","A","E","C","D","ACD","DG","E","C",0
"5888","TKOXI9596L",18,"A","B","B","D","C","A","D","C","B","D","A","A","A","F","CF","AD","A","DF","ABC","DD",0
"5889","POJSO7935W",35,"B","B","B","C","D","C","E","C","C","D","E","A","A","F","C","D","ACD","DG","A","C",0
"5890","VAGGG4387Z",23,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5891","XCQXU2062B",14,"A","B","D",NA,"D","E","C","D","D","A","C","B","B","C",NA,"ABC","BC","CD","CD","CD",2
"5892","GSYKJ2933G",16,"A","B","B","C","D","C","B","C","B","D","B","B","B","F","BC","BC","ABD","DG","BC","BF",0
"5893","WTOHP2876W",16,"A","C","D","C","B","B","A","C","D","B","E","D","C","B","C","D","AD","AF","AB","BDF",0
"5894","TTJHE3752T",31,"B","B","B","D","C","C","E","C","C","B","B","B","A","C","BD","D","A","ABDG","AB","C",0
"5895","YZBKK8613P",22,"C","A","B","D","D","E","B","D","A","A","E","B","C","C","ABD","D","BC","C","BD","CD",0
"5896","HKSTD3612S",36,"B","B","A","C","F","C","E","C","C","D","B","A","A","D","ABCEF","D","AD","DG","C","C",0
"5897","HFNZC1757X",28,"A","B","B","D","D","C","D","C","C","C","F","B","C","F","C","AB","A","DF","ABCDE","ADF",0
"5898","VAQTQ9624K",23,"B","B","B","C","D","D","E","C","C","D","A","A","A","B","AF","B","A","BCEF","B","BC",0
"5899","ROBDV9459Y",15,"A","A","C","E","E","B","A","E","C","B","F","B","A","F","ABD","B","A","CF","AD","BDF",0
"5900","AMJFT8689S",28,"A","B","B","C","D","A","C","C","B","D","D","A","A","B","CD","D",NA,"BCD","AC","B",1
"5901","TRWPI0546P",28,"B","B","B","C","F","C","E","C","C","D","C","A","A","B","C","D","ACD","BDG","A","C",0
"5902","MGXPT7047M",28,"B","B","B","E","C","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","A","CD",0
"5903","QEBEN9661O",23,"A","B","B","E","B","C","E","C","B","D","B","B","A","F","C","D","A","BDG","AB","C",0
"5904","PNNNO1839T",19,"A","B","C","E","E","E","E","D","B","A","D","B","A","F","A","AB","ABCD","D","BE","E",0
"5905","DGBVI6473D",31,"A","B","B","C","A","E","D","C","B","D","D","B","C","B","BD","D","AB","CDG","BC","E",0
"5906","PKRNO6031L",31,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","CD","B","ACD","DG","B","C",0
"5907","TMWLD2549A",21,"D","B","B","C","D","C","E","C","C","D","A","A","A","B","C","B","ACD","ABCEF","B","C",0
"5908","RQSDI0807J",16,"B","B","B","C","A","C","E","C","B","D","D","A","A","B","C","D","E","DG","B","C",0
"5909","EEBJS9181U",17,"B","B","B","C","A","C","E","C","C","B","E","B","D","C","C","AB","AC","DG","E","CD",0
"5910","XVORI2390D",20,"A","B","B","C","B","D","D","C","D","B","A","B","C","F","DF","AB","AD","CD","E","CE",0
"5911","JAZCB4687M",20,"B","B","B","C","F","C","D","B","B","D","C","A","D","F","AF","AC","C","ACDF","C","BCE",0
"5912","UQWHL2357L",16,"B","B","B","C","D","C","E","C","C","D","B","A","A","F","AF","D","CD","DG","B","C",0
"5913","KNEAG4365Q",36,"B","B","B","C","D","C","E","C","C","D","B","A","A","B","C","D","ACD","DG","B","CD",0
"5914","ALVRP6488Y",25,"B","B","B","E","D","C","E","C","C","D","E","A","A","C","C","D","ACD","ADF","AC","C",0
"5915","BODRW6298D",35,"B","B","D","C","C","C","D","C","B","D","A","B","A","F","C","D","A","EF","CE","CD",0
"5916","JJAQO2581E",28,"A","B","B","C","D","C","E","D","C","B","D","B","A","G","AF","D","A","ADG","B","C",0
"5917","XMHPX4168U",27,"A","A","B","C","D","C","E","C","C","D","A","E","A","B","C","D","A","DG","BC","B",0
"5918","SYXZV2003F",7,"A","A","B","D","B","D","B","C","C","D","B","B","C","F","BE","C","AB","ABD","AB","C",0
"5919","NWARO3350K",3,"C","B","D","C","E","C","E","C","D","D","D","B","A","B","CE","BD","A","CD","AE","BD",0
"5920","UAZPV3501Y",15,"C","B","B","E","C","A","B","C","D","A","C","A","B","D","B","BD","A","DF","AD","BD",0
"5921","WWFHV0241L",22,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5922","TFWWM5134I",25,"B","A","B","C","D","C","B","E","C","D","E","A","A","F","AF","D","ACD","BDG","AB","CD",0
"5923","JSOHG4620Y",9,"C","C","A","B",NA,"B","A","E","D","C","E","D","A","E","BD","BC","CD","BD","BD","D",1
"5924","LPPQD1139H",25,"B","B","B","C","B","C","E","C","C","D","D","A","A","B","AF","D","A","DG","AB","B",0
"5925","NZONB0832N",2,"A","A","D","D","C",NA,"D","A","D","C",NA,"B",NA,"F",NA,"BD","D","C","ABC","ACE",4
"5926","GVILE6584S",26,"A","B","B","C","D","C","A","C","A","D","D","A","A","F","BD","B","ABC","BF","A","C",0
"5927","MNXKR7017L",25,"B","B","B","C","D","D","E","C","C","D","B","A","A","B","CD","D","A","ADG","B","C",0
"5928","TMGMZ5381S",26,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5929","XPWME0042I",30,"B","B","B","C","D","C","E","B","C","D","E","A","A","F","CF","B","BC","DG","B","C",0
"5930","LPBWC5452R",27,"A","C","A",NA,"A","A","D","B","D",NA,"E","B","C","E","CE","BD",NA,"CD","BC","BE",3
"5931","KGRHA2223J",23,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","CDG","B","C",0
"5932","XXCPP9947R",29,"A","B","B","E","B","D","E","C","A","D","D","A","A","B","AF","D","CD","DG","AB","C",0
"5933","OZFAC5425Y",19,"A","B","B","C","F","C","E","C","C","E","F","A","B","B","AF","B","A","DF","B","BD",0
"5934","ARNBW2031A",33,"B","B","B","E","C","C","D","C","D","D","E","A","A","F","C","D","ACD","DG","B","C",0
"5935","ZTFBJ3952T",21,"B","B","B","D","F","A","E","C","C","D","B","A","C","B","CF","D","BCD","DG","D","C",0
"5936","SAIMY3300A",21,"B","B","B","C","C","E","B","C","C","D","D","B","A","B","AF","D","AC",NA,"B","C",1
"5937","CTLVY2707K",29,"B","A","B","C","C","E","E","C","C","E","D","B","A","B","CD","B","E","ADG","BC","CD",0
"5938","ETLIY1021L",22,"A","D","B","C","B","E","D","B","B","E","A","C","C","E",NA,"BD","A","BF","ABD","BCE",1
"5939","BUGVO7685E",13,"B","B","A","C","C","C","D","C","D","E","A","D","C","B","BE","BD","D","CF","ABD","CD",0
"5940","LTPZO7676Y",25,"B","B","B","C","D","B","B","C","C","D","F","A","A","C","BD","B","AC","DG","AB","BDF",0
"5941","BPVXE6693H",24,"A","B","B","B","C","D","D","B","C","C","A","B","B","D","BEF","B","AB","B","BD","D",0
"5942","GVSER5985O",20,"B","B","B","C","A","C","D","C","D","C","A","B","E","E","C","AD","D","CD","E","BC",0
"5943","EPULY5367Z",8,"B","A","C","B","B","B","A",NA,"B","C","B","B","B","D","ABCDEF","AD","BD","CD","BD","CD",1
"5944","ERQVU7843E",18,"A","A","B","D","B","B","D","B","B","C","A","B","A","D","DE","B","BC","DEF","BC","BC",0
"5945","KTHKJ7657U",28,"C","B","B","C","C","A","E","E","C","A","A","A","C","B","D","B","BC","DG","AB","CD",0
"5946","ANHOM9204T",12,"C","A","B","D","C","A","E","C","B","B","C","D","C","E","BD","AD","CD","BDG",NA,"DE",1
"5947","DPPFC1691Z",19,"A","B","B","C","A","C","E","C","C","D","C","A","A","F","C","D","ABD","ABDF","A","B",0
"5948","MRFOA8596Q",28,"B","A","B","C","B","C","E","C","C","D","B","B","A","D","C","B","AD","CEG","AB","C",0
"5949","VTHQV1997P",-3,"A","B","B","B","A","C","A","A","B","E","B","C","B","G","CF","D","B","ABF","D","AB",0
"5950","RMYTL1056Q",15,"A","A","D","C","A",NA,"D","B","B","D","B","C",NA,"E","A","BC","D","C","DE",NA,3
"5951","QGKLE3115L",26,"A","A","B","C","B","C","E","E","B","D","E","B","C","F","ABF","AB","AB","AC","CD","CD",0
"5952","KFTXM7157J",17,"A","A","B","C","A","B","C","C","C","C","C","B","C","B","BE","BD","AD","BCE","B","CD",0
"5953","FRBVA1640V",-1,"B","A","C","C","D","B","E","C","C","D","A","B","A","F","ABCEF","D","ACD","ABCG","AB","AC",0
"5954","HLBOX7769M",20,"B","B","C","C","D","B","D","B","C","C","F","D","B","B","CE","A","AD","D","AD","B",0
"5955","BIGMS9801D",-1,"A","B","A","C","C","E","B","C","C","D","C","C","C","D","CD","BC","BC","BDG","AD","B",0
"5956","DGCXB5713H",21,"C","B","B","C","A","C","D","E","C","D","F","B","A","B","CD","ACD","ABD","ABDG","B","C",0
"5957","NQZRS6590E",33,"B","B","B","C","D","D","E","C","C","D","E","B","A","C","BC","D","A","BCDG","B","C",0
"5958","TQBEF0042Q",30,"A","B","B","C","D","C","E","C","C","B","E","B","A","B","ABC","B","E","DG","D","B",0
"5959","SGPAZ4113U",30,"B","B","B","C","D","E","E","C","C","D","E","A","A","F","C","D","A","DG","B","C",0
"5960","TFNTE8003C",17,"B","B","B","C","D","E","E","C","C","B","E","A","A","B","BE","D","A","DG","B","A",0
"5961","OMIRV7926Q",32,"B","B","B","C","C","C","E","C","B","D","C","A","A","F","CF","D","ACD","CEF","B","D",0
"5962","FLBWO7403L",33,"A","B","B","C","D","D","E","B","B","C","F","A","E","B","A","D","A","BE","BE","CD",0
"5963","XBQAM3860S",35,"B","B","B","C","F","C","E","E","C","D","D","B","A","F","AF","B","ACD","DG","B","C",0
"5964","HXCOR2771F",7,"A","C","A","B","B","A","D",NA,"A","A",NA,"E","B","E","BD",NA,"ACD","A","BD","ABD",3
"5965","XLDEN6332T",21,"B","B","B","C","D","C","E","C","B","C","D","B","A","B","C","B","A","ADG","B","DE",0
"5966","GDXSN0122I",23,"C","B","B","C","E","E","E","C","B","D","E","A","A","F","C","D","ACD","DF","C","B",0
"5967","OTYTX9501U",-6,"A","A","C","E","C","B","D","C","A","B","E","D","C","E","BD","AB","D","ACDG","A","BCE",0
"5968","RINYU3954V",5,"B","B","B","C","D","D","B","B","C","B","D","B","A","B","AD","C","AB","BC","ACE","C",0
"5969","SPYMC7057E",19,"B","A","A","E","B","C","D","E","B","D","B","B","A","B","BE","B","ACD","ABDF",NA,"CDE",1
"5970","XEBRL6799X",27,"A","B","B","C","C","B","E","C","B","D","A","B","C","B","CEF","B","BC","ABCEG","B","CD",0
"5971","AMMKO5021F",6,"A","B","B","D","A","D","E","E","B","C","D","B","A","F","C","AD","ABCD","DF","E","BE",0
"5972","GMSPF8397O",30,"B","B","B","D","B","C","E","E","C","D","D","A","A","B","AF","D","ACD","ADG","B","C",0
"5973","YLMJU9776F",29,"B","B","B","C","D","B","E","C","C","D","E","A","C","B","C","D","CD","ABC","B","C",0
"5974","NVYLX9867I",33,"B","B","B","C","D","C","D","C","E","D","E","A","B","B","C","D","ACD","ADG","B","C",0
"5975","EPVFN4751L",31,"B","B","B","D","C","C","E","C","C","D","E","A","A","B","AF","D","ACD","DG","B","B",0
"5976","THLDI2613M",26,"A","B","B","B","B","D","D","B","E","E",NA,"B","B","D","CD","AD","BD",NA,"CE","BC",2
"5977","DJTGL1141U",17,"B","B","B","C","E","D","D","E","A","D","C","B","C","B","BCD","D","CD","BDG","D","AD",0
"5978","OREBC8796B",18,"A","B","B","C","D","C","E","A","B","D","A","A","A","B","AF","C","D","ADG","A","BF",0
"5979","VOLIR4505I",11,"B","B","B","C","C","C","E","C","B","D","E","B","C","B","CE","B","A","DG","A","CDF",0
"5980","LSCGH7422N",25,"B","B","B","C","C","A","E","C","C","D","D","A","A","F","C","D","BC","DG","B","C",0
"5981","PDPOW4462G",20,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5982","GBLAD6715G",16,"B","B","B","C","F","D","E","E","C","D","D","B","A","B","C","D","AC","D","B","C",0
"5983","TCHDM7970S",25,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5984","RVETC4277B",27,"B","B","B","C","C","C","C","C","D","D","D","B","D","B","C","AB","ABCD","BDG","AB","CD",0
"5985","TMAPG6956Y",10,"A","D","B","E","D","C","D","C","E","C","A","B","D","E","BE","D","AB","CDF","AB","CD",0
"5986","YBBWH4277D",30,"C","B","B","C","D","C","B","C","B","D","F","A","A","B","AF","D","ACD","ABDG","E","B",0
"5987","FGUYZ7948T",22,"A","B","B","D","C","B","D","C","C","A","A","B","C","F","AF","C","ABCD","ADG","AB","A",0
"5988","ICMQJ8848Z",3,"B","A","C","D","D","D","B","A","B","A","A","D","A","C","CE","D","AD","CD","AD","B",0
"5989","UPGBA6587D",2,"A","A","E","E","C","D","E","C","C","E","E","A","A","F","BCD","B","AD","DG","E","CF",0
"5990","LAUWW5112A",17,"B","B","B","E","F","D","E","C","B","D","E","A","A","B","BE","AB","E","ABCEG","CD","BD",0
"5991","JZDKL4676Y",17,"B","B","B","C","D","C","E","C","C","D","D","A","A","B","AF","AD","A","DG","AB","CD",0
"5992","WUONN8666K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"5993","POYIA8391Z",27,"B","B","B","C","E","C","D","C","B","D","E","A","C","B","C","A","ACD","D","B","C",0
"5994","YCYDS3711U",44,"B","B","B","C","B","E","E","C","C","B","D","C","A","B","C","AB","AD","D","BC","CD",0
"5995","QHSPZ3924N",38,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","AB","ACD","DG","AC","C",0
"5996","DEFSX8550D",15,"B","B","B","C","D","A","D","E","C","D","B","A","C","D","C","A","BD","BDG","BD",NA,1
"5997","LPFMI4539A",29,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"5998","QCULJ7750U",24,"B","B","B","D","C","C","B","C","C","C","F","B","A","B","BF","B","A","AEF","BD","CD",0
"5999","LKXEC3181U",21,"A","B","B","C","A","D","D","C","B","E","B","B","C","B","CEF","D","AB","ABCDG","BE","BF",0
"6000","JPAVI7719S",42,"A","B","B","C","D","A","D","C","C","D","E","B","A","B","C","AD","AC","DG","AB","CD",0
"6001","ATWZW9405Y",11,"B","B","B","C","C","B","D","A","B","C","C","A","E","F","C","B","ABCD","CE","B","CD",0
"6002","CYHOB8942E",12,"B","A","C","A","D","C","D","C","A","A","A","D","A","F","C","D","ACD","DF","A","BF",0
"6003","ZDFIE8455K",24,"B","B","B","C","F","C","D","C","B","D","F","B","A","B",NA,"B","E","DG","B","C",1
"6004","ZYZMU2276Q",-2,"A","C","D","C","C","B","D","D","B","D","D","D","C","E","ABC","B","BD","DG","B","ACE",0
"6005","TZVRL6846G",21,"B","B","B","C","C","D","E","C","B","D","B","A","A","B","ABCDEF","AD","ACD","CDF","C","BDF",0
"6006","UPLVX6113Y",21,"A","B","C","E","F","D","D","E","D","C","A","B","A","F","BE","D","AD","CEF","BD","C",0
"6007","QHVYZ0454Y",28,"B","B","B","E","E","C","D","C","C","D","A","B","C","E","AF","B","ABCD","ABCDG","B",NA,1
"6008","MPRDK9624A",36,"A","B","B","C","A","C","E","E","C","D","D","B","A","C","C","D","A","ADG","CE","C",0
"6009","XWCPY4696M",28,"A","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","CDG","B","C",0
"6010","ZKSGK3007U",13,"B","D","B","C","A","C","E","C","A","D","A","A","C","D","BE","B","E","ABE","CD",NA,1
"6011","AWJXJ3681P",15,"A","B","B","C","B",NA,"C","D","B","D","B","D","D","F","BD","CD","BD","CD","BD","CDE",1
"6012","UTAZO5393U",27,"B","B","B","E","E","E","D","C","D","D","E","D","A","C","ABCDF","D","AC","DG","ABC","C",0
"6013","RBPSE0095F",29,"B","B","B","C","C","E","E","C","C","D","E","B","A","F","C","D","ACD","DG","B","C",0
"6014","SIUWG4159J",32,"A","A","B","C","C","D","E","C","A","C","A","B","A","B","B","D",NA,"ABDG","B","C",1
"6015","BXJXC6710C",20,"A","A","C","C","C","D","E","E","A","B","A","D","A","B","C","B","AB","CF","ABE","BC",0
"6016","LNJXJ6870B",31,"B","B","B","C","C","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"6017","LUHYZ8219A",42,"B","B","B","C","D","C","E","C","C","D","F","A","C","D","AF","D","AD","DG","B","ACE",0
"6018","QTXYJ2356B",23,"A","B","B","D","E","E","B","C","A","D","A","A","A","B",NA,"B","AD","DF","BD","B",1
"6019","MRXMZ9544Q",18,"A","B","B","C","D","A","D","C","A","B","C","A","B","E","A","D","D","D","AC","AD",0
"6020","OVWAI7476A",40,"B","B","B","C","D","C","E","C","D","B","F","A","A","B","ABCDEF","B","ACD","ADG","BD","ADF",0
"6021","ZLXUH3652U",17,"B","B","B","E","D","C","D","B","A","C","A","B","B","E","AB","BC","BD","BCDE","ACE",NA,1
"6022","GVFAQ0646L",37,"A","B","C","C","A","C","B","C","C","E","E","B","D","F","BE","AB","CD","AE","E","BF",0
"6023","MUMNP7870U",30,"B","B","B","C","D","C","E","C","B","D","F","A","A","B","C","D","ACD","ADG","ADE","C",0
"6024","ZPKMK5618S",38,"B","B","B","C","C","C","E","C","D","D","B","A","C","C","CD","B",NA,"DF","BDE",NA,2
"6025","EFWXB7962B",25,"B","B","B","C","D","A","B","C","C","D","D","A","C","B","AF","B","AB","CDF","ABE","DF",0
"6026","IOPOZ4341E",12,"A","A","C","D","B","D","C","C","B","D","B","C","C","D","BD","AB","BD","BDG","ABE","D",0
"6027","RJEOL9350F",27,"B","B","B","C","B","A","E","C","C","D","E","B","A","B","C","D","ACD","DG","B","B",0
"6028","TJDRQ3052Q",30,"B","B","A","C","D","A","E","C","C","D","C","A","A","F","AF","B","AD","D","ABC","CD",0
"6029","FONDR7929D",18,"A","B","B","E","C","C","E","E","C","D","A","B","A","B","C","D","BCD","ACF","BE","BD",0
"6030","QJPHY9662G",25,"B","B","B","C","D","C","B","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"6031","VUYFA5103J",26,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","AD","DG","AB","C",0
"6032","RASBU6668W",39,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","CD","CDG","B","C",0
"6033","VMKUA8994K",32,"B","A","C","C","C","D","E","C","C","B","B","A","C","B","C","D","BC","ACDF","BD","C",0
"6034","MPUZD7372Z",24,"B","B","B","C","F","C","E","C","C","D","A","A","A","B","C","D","AD","ADG","B","C",0
"6035","AGBDE4873T",17,"A","B","C","C","B","A","C","C","B","B","B","C","C","F","BD","CD","ACD","AD","CD","BD",0
"6036","FOIGY9266U",20,"B","B","B","C","D","C","D","C","C","D","A","A","C","B","BE","B","D","DF","AD","CD",0
"6037","UTXHP5133N",23,"B","B","B","C","B","E","E","C","C","D","D","A","C","B","C","D","AD","ABG","BD","BD",0
"6038","FFCRN5425F",5,"B","C","C","D","C","A","C","C","D","C","C","D","B","A","CD","C",NA,"CDF","D",NA,2
"6039","WZWYQ2387U",20,"A","B","D","D","C","E","D","C","D","C","C","B","A","B","CEF","BD","AB","ACDG","AE","BE",0
"6040","ZPUZK2370V",31,"B","B","B","C","E","C","D","C","B","D","A","C","A","B","BE","D","ABCD","BC","AE",NA,1
"6041","ZFCKE0898Y",15,"B","C","B","B","A","B","C","E","A","B","D","C","C","E","ACE","D","ABC",NA,"BD","AC",1
"6042","MDXPD4073E",28,"B","B","B","D","F","C","E","C","C","D","F","B","A","B","AF","BD","CD","ACDG","A","BF",0
"6043","MLUZK0155C",24,"B","B","D","C","C","B","D","C","C","E","A","B","A","B","ABDF","AB","ABC","ABCDG","C","C",0
"6044","GCXRE0695Y",38,"A","A","C","C","C","C","D","C","B","B","A","B",NA,"F","AF","D","ABD","BCF","CD","ACD",1
"6045","KOSTA8135B",12,"A","A","B","E","B","D","E","C","B","D","B","A",NA,"F","CE","BC","D","ADF","C","CD",1
"6046","TOCJZ3743I",25,"B","B","B","C","D","C","D","C","C","D","A","B","A","B","C","D","A","DG","AB","C",0
"6047","NMIUM1153L",32,"B","B","B","E","D","C","E","C","C","D","E","A","C","F","C","B","ACD","DG","B","C",0
"6048","BTFPW4949T",38,"B","B","B","C","E","C","E","C","B","D","F","B","A","F","C","D","A","DG","ABD","C",0
"6049","ZBMQN6571T",23,"B","B","B","C","D","C","E","C","C","D","F","A","A","B","C","D","ACD","DG","AB","C",0
"6050","TLJOS5309Q",33,"C","A","B","C","B","C","E","C","C","D","B","B","D","B","AF","AB","BC","DG","BCD","B",0
"6051","XOQQG3774I",27,"B","B","B","C","C","C","D","C","C","D","E","A","A","F","ABCEF","D","ACD","DG","AB","CDF",0
"6052","MGVZO9883H",19,"A","B","C","C","F","C","D","E","B","D","D","A","A","B","C","D","A","ACF","AB","BC",0
"6053","PSRSS4806A",18,"A","B","B","E","E","D","D","C","C","C","B","D","C","C","B","B","ACD","EG","BC","B",0
"6054","YAELX5771D",15,"B","B","B","C","D","A","D","E","B","D","D","A","A","F","CD","D","A","DF","BC","B",0
"6055","UDTMK4226D",31,"B","B","B","C","D","C","B","E","C","D","A","A","A","B","ABCEF","AB","ACD","ABDG","B","C",0
"6056","FDLLF8268M",25,"B","B","B","C","D","C","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"6057","DVMCF9316K",25,"B","B","B","C","C","C","E","C","C","D","D","A","A","B","AF","D","ACD","DG","AB","C",0
"6058","NVVGE9835I",16,"A","B","B","C","D","C","E","C","C","B","E","A","A","F","C","D","AD","AG","B","C",0
"6059","MSOEB4961N",26,"B","B","B","C","D","C","E","C","C","D","D","A","A","B","AF","D","ACD","ACF","A","C",0
"6060","HNZSQ7222O",12,"B","A","E","C","C","D","D","E","B","B","C","D","E","F","AF","E","ABD","ABCF","BE","BC",0
"6061","IHXWT6363N",31,"B","B","B","E","D","A","E","C","C","D","D","A","A","B","C","B","ACD","ABDG","AB","AD",0
"6062","ASYLP9584V",32,"A","A","B","C","C","C","E","C","C","D","E","A","A","F","C","D","AB","DG",NA,"C",1
"6063","XDQCU3441M",37,"A","B","B","E","D","C","D","E","C","D","B","B","A","B","B","A","ACD","ACD","BC","C",0
"6064","GTZLV4065N",24,"A","B","B","C","D","E","D","D","D","E","A","A","C","B","ABCEF","D","AB","CD","B","C",0
"6065","JHVVX3690L",24,"B","B","B","C","C","C","E","C","C","D","F","A","A","F","C","D","ACD","ADG","B","C",0
"6066","RQBCK2331E",20,"B","A","C","D","C","A","A","B","C","E","B","C","C","F","CE","A","A","BEF","BC","BE",0
"6067","ITWBD4395P",29,"B","B","B","D","D","C","D","E","C","E","E","A","C","D","C","D","A","ACDG","B","C",0
"6068","LNJCM1959G",14,"A","C","B","C","F","C","C","B","B","C","D","A","D","C","DF","AB","BC","ACEG","BC","CE",0
"6069","TAYTV1697J",25,"B","A","B","C","D","C","E","C","C","D","E","B","A","F","C","D","AD","DG","CD","C",0
"6070","PABPS8419I",5,"A","B","B","B","A","E","D","D","B","E","C","C","B","B","BD","BE",NA,"ACF","BD","E",1
"6071","TXSIP6128D",22,"B","B","B","C","D","E","E","C","C","D","E","A","A","B","C","D","ACD","DG","B","C",0
"6072","BDDRO6948V",21,"B","A","B","C","B","C","E","C","B","D","B","B","C","F","AF","B","D","ABCDG","AE","C",0
"6073","YQFZZ5027M",35,"B","B","C","C","E","C","E","E","B","D","B","A","A","B","AB","AB","D","DEF","BC","CD",0
"6074","GOPEV3538J",21,"A","A","B","C","C","D","E","C","A","D","B","B","A","F","CE","D","BD","BCEF","B","C",0
"6075","QPABW0387G",7,"A","C","C","D","B","C","C","B","B","B","A","C","D","F","BC","AC","ABD","CDF","A","BD",0
"6076","KIKBO8379D",4,"B","B","C","C","C","B","B","E","B","D","C","D","C","F","AF","D","C","CD","CD","B",0
"6077","UQNQB5438F",15,"B","B","B","C","B","C","C","E","A","E","D","D","C","B","AF","D","E","ACF","AE","BC",0
"6078","HTFBT3408T",27,"A","B","B","C","C","E","E","C","C","D","A","B","B","C","BCE","D","D","ADG","AE","C",0
"6079","NOPZT7614Z",11,"C","A","B","E","E","D",NA,"B","B","E","B","D","C",NA,"BDF","BC","ABC","G","AD","CE",2
